Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.16.0.1-192.168.10.50-23669-80-6,172.16.0.1,23669,192.168.10.50,80,6,7/7/2017 4:03,1049016,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,11089.44001,8.579468759,131127,370541.7701,1048171,2,697,348.5,309.0056634,567,130,1048970,209794,468667.0914,1048171,2,0,0,0,0,72,132,2.85982292,5.71964584,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23669-80-6,172.16.0.1,23669,192.168.10.50,80,6,7/7/2017 4:03,6142842,4,0,24,0,6,6,6,0,0,0,0,0,3.906986375,0.651164396,2047614,3546569.75,6142840,1,6142842,2047614,3546569.75,6142840,1,0,0,0,0,0,0,0,0,0,80,0,0.651164396,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2,0,2,2,6142840,0,6142840,6142840,DDoS
172.16.0.1-192.168.10.50-23670-80-6,172.16.0.1,23670,192.168.10.50,80,6,7/7/2017 4:03,706859,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,16448.82501,11.31767439,100979.8571,251094.5719,669639,56,36323,18161.5,24428.41797,35435,888,706803,176700.75,329062.2397,669639,64,0,0,0,0,72,112,4.244127895,7.073546492,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23670-80-6,172.16.0.1,23670,192.168.10.50,80,6,7/7/2017 4:03,6133161,5,0,30,0,6,6,6,0,0,0,0,0,4.891441787,0.815240298,1533290.25,3062582.594,6127163,1,6133161,1533290.25,3062582.594,6127163,1,0,0,0,0,0,0,0,0,0,100,0,0.815240298,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5998,0,5998,5998,6127163,0,6127163,6127163,DDoS
172.16.0.1-192.168.10.50-23671-80-6,172.16.0.1,23671,192.168.10.50,80,6,7/7/2017 4:03,706828,3,6,26,11601,20,0,8.666666667,10.26320288,7300,0,1933.5,2720.783986,16449.54642,12.7329421,88353.5,235267.0374,669813,62,36369,18184.5,24480.74387,35495,874,706751,141350.2,295834.3243,669813,160,0,0,0,0,72,132,4.244314034,8.488628068,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23671-80-6,172.16.0.1,23671,192.168.10.50,80,6,7/7/2017 4:03,6132812,5,0,30,0,6,6,6,0,0,0,0,0,4.891720144,0.815286691,1533203,3064389.444,6129787,3,6132812,1533203,3064389.444,6129787,3,0,0,0,0,0,0,0,0,0,100,0,0.815286691,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3025,0,3025,3025,6129787,0,6129787,6129787,DDoS
172.16.0.1-192.168.10.50-23672-80-6,172.16.0.1,23672,192.168.10.50,80,6,7/7/2017 4:03,693046,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,16776.66418,10.10033966,115507.6667,272346.7969,671189,5,20838,10419,14268.00063,20508,330,693041,231013.6667,381334.2668,671189,922,0,0,0,0,72,92,4.328716997,5.771622663,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23672-80-6,172.16.0.1,23672,192.168.10.50,80,6,7/7/2017 4:03,6132842,5,0,30,0,6,6,6,0,0,0,0,0,4.891696215,0.815282703,1533210.5,3060414.409,6123829,3,6132842,1533210.5,3060414.409,6123829,3,0,0,0,0,0,0,0,0,0,100,0,0.815282703,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,9013,0,9013,9013,6123829,0,6123829,6123829,DDoS
172.16.0.1-192.168.10.50-23673-80-6,172.16.0.1,23673,192.168.10.50,80,6,7/7/2017 4:03,690859,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,16829.77279,11.5797869,98694.14286,251851.0993,669579,17,20659,10329.5,14445.48443,20544,115,690842,172710.5,331385.3098,669579,187,0,0,0,0,72,112,4.342420089,7.237366814,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23673-80-6,172.16.0.1,23673,192.168.10.50,80,6,7/7/2017 4:03,6137861,5,0,30,0,6,6,6,0,0,0,0,0,4.887696219,0.814616036,1534465.25,3066914.83,6134837,1,6137861,1534465.25,3066914.83,6134837,1,0,0,0,0,0,0,0,0,0,100,0,0.814616036,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3024,0,3024,3024,6134837,0,6134837,6134837,DDoS
172.16.0.1-192.168.10.50-23674-80-6,172.16.0.1,23674,192.168.10.50,80,6,7/7/2017 4:03,690666,3,4,26,11601,20,0,8.666666667,10.26320288,7300,0,2900.25,3563.297197,16834.47571,10.13514492,115111,271735.6549,669539,62,20804,10402,14429.22098,20605,199,690604,230201.3333,380618.0968,669539,191,0,0,0,0,72,92,4.343633536,5.791511382,0,7300,1453.375,2798.956588,7834157.982,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23674-80-6,172.16.0.1,23674,192.168.10.50,80,6,7/7/2017 4:03,6135861,4,0,24,0,6,6,6,0,0,0,0,0,3.911431501,0.65190525,2045287,3542537.536,6135857,1,6135861,2045287,3542537.536,6135857,1,0,0,0,0,0,0,0,0,0,80,0,0.65190525,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4,0,4,4,6135857,0,6135857,6135857,DDoS
172.16.0.1-192.168.10.50-23675-80-6,172.16.0.1,23675,192.168.10.50,80,6,7/7/2017 4:03,690642,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,16835.06071,10.13549712,115107,271732.2399,669531,62,20784,10392,14300.52754,20504,280,690580,230193.3333,380616.8498,669531,229,0,0,0,0,72,92,4.343784479,5.791712638,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23675-80-6,172.16.0.1,23675,192.168.10.50,80,6,7/7/2017 4:03,6136823,4,0,24,0,6,6,6,0,0,0,0,0,3.91081835,0.651803058,2045607.667,3541373.159,6134833,3,6136823,2045607.667,3541373.159,6134833,3,0,0,0,0,0,0,0,0,0,80,0,0.651803058,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1990,0,1990,1990,6134833,0,6134833,6134833,DDoS
172.16.0.1-192.168.10.50-23676-80-6,172.16.0.1,23676,192.168.10.50,80,6,7/7/2017 4:03,692179,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,16797.67806,11.557704,98882.71429,252335.8428,670869,50,20893,10446.5,14258.80824,20529,364,692129,173032.25,332035.3009,670869,155,0,0,0,0,72,112,4.334139002,7.223565003,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23676-80-6,172.16.0.1,23676,192.168.10.50,80,6,7/7/2017 4:03,6132976,4,0,24,0,6,6,6,0,0,0,0,0,3.913271469,0.652211911,2044325.333,3539137.373,6130969,3,6132976,2044325.333,3539137.373,6130969,3,0,0,0,0,0,0,0,0,0,80,0,0.652211911,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2007,0,2007,2007,6130969,0,6130969,6130969,DDoS
172.16.0.1-192.168.10.50-23677-80-6,172.16.0.1,23677,192.168.10.50,80,6,7/7/2017 4:03,692270,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2658.195854,16795.46998,11.55618473,98895.71429,252366.709,670949,17,20969,10484.5,14347.9037,20630,339,692220,173055,332073.687,670949,160,0,0,0,0,72,112,4.333569272,7.222615454,0,5840,1291.888889,2240.544155,5020038.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23677-80-6,172.16.0.1,23677,192.168.10.50,80,6,7/7/2017 4:03,6133024,4,0,24,0,6,6,6,0,0,0,0,0,3.913240842,0.652206807,2044341.333,3539170.141,6131023,995,6133024,2044341.333,3539170.141,6131023,995,0,0,0,0,0,0,0,0,0,80,0,0.652206807,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2001,0,2001,2001,6131023,0,6131023,6131023,DDoS
172.16.0.1-192.168.10.50-23678-80-6,172.16.0.1,23678,192.168.10.50,80,6,7/7/2017 4:03,693020,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,16777.29358,10.10071859,115503.3333,272351.3112,671192,94,20986,10493,14378.30929,20660,326,692925,230975,381373.3595,671192,748,0,0,0,0,72,92,4.328879397,5.771839197,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23678-80-6,172.16.0.1,23678,192.168.10.50,80,6,7/7/2017 4:03,6130831,4,0,24,0,6,6,6,0,0,0,0,0,3.914640609,0.652440102,2043610.333,3532710.874,6122832,989,6130831,2043610.333,3532710.874,6122832,989,0,0,0,0,0,0,0,0,0,80,0,0.652440102,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,7999,0,7999,7999,6122832,0,6122832,6122832,DDoS
172.16.0.1-192.168.10.50-23679-80-6,172.16.0.1,23679,192.168.10.50,80,6,7/7/2017 4:03,693146,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,16774.24381,11.54157998,99020.85714,252466.8236,671304,77,20988,10494,14386.79457,20667,321,693054,173263.5,332168.8075,671304,185,0,0,0,0,72,112,4.328092494,7.21348749,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23679-80-6,172.16.0.1,23679,192.168.10.50,80,6,7/7/2017 4:03,6129974,5,0,30,0,6,6,6,0,0,0,0,0,4.893984868,0.815664145,1532493.5,3060980.431,6123963,4,6129974,1532493.5,3060980.431,6123963,4,0,0,0,0,0,0,0,0,0,100,0,0.815664145,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,6011,0,6011,6011,6123963,0,6123963,6123963,DDoS
172.16.0.1-192.168.10.50-23680-80-6,172.16.0.1,23680,192.168.10.50,80,6,7/7/2017 4:03,679570,3,6,26,11601,20,0,8.666666667,10.26320288,7300,0,1933.5,2720.783986,17109.34856,13.24366879,84946.25,237238.7243,672055,5,6791,3395.5,4620.942815,6663,128,679565,135913,299726.4333,672055,191,0,0,0,0,72,132,4.414556264,8.829112527,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23681-80-6,172.16.0.1,23681,192.168.10.50,80,6,7/7/2017 4:03,677108,3,4,26,11601,20,0,8.666666667,10.26320288,10135,0,2900.25,4871.82583,17171.55904,10.33808491,112851.3333,273944.1912,672025,47,4802,2401,3302.188668,4736,66,677061,225687,386547.0089,672025,198,0,0,0,0,72,92,4.43060782,5.907477094,0,10135,1453.375,3544.652026,12600000,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23682-80-6,172.16.0.1,23682,192.168.10.50,80,6,7/7/2017 4:03,719716,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,16163.31998,12.5049325,89964.5,254048.4196,718702,3,851,425.5,467.3975824,756,95,719666,143933.2,321305.7514,718702,3,0,0,0,0,72,132,4.168310834,8.336621667,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23682-80-6,172.16.0.1,23682,192.168.10.50,80,6,7/7/2017 4:03,6083331,4,0,24,0,6,6,6,0,0,0,0,0,3.945206993,0.657534499,2027777,3510913.789,6081831,241,6083331,2027777,3510913.789,6081831,241,0,0,0,0,0,0,0,0,0,80,0,0.657534499,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1500,0,1500,1500,6081831,0,6081831,6081831,DDoS
172.16.0.1-192.168.10.50-23683-80-6,172.16.0.1,23683,192.168.10.50,80,6,7/7/2017 4:03,722054,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,16110.98339,11.07950375,103150.5714,272445.2218,720998,5,821,410.5,511.2382028,772,49,722007,180501.75,360331.0209,720998,5,0,0,0,0,72,112,4.154813906,6.924689843,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23683-80-6,172.16.0.1,23683,192.168.10.50,80,6,7/7/2017 4:03,6079367,4,0,24,0,6,6,6,0,0,0,0,0,3.947779432,0.657963239,2026455.667,3509057.318,6078366,3,6079367,2026455.667,3509057.318,6078366,3,0,0,0,0,0,0,0,0,0,80,0,0.657963239,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1001,0,1001,1001,6078366,0,6078366,6078366,DDoS
172.16.0.1-192.168.10.50-23684-80-6,172.16.0.1,23684,192.168.10.50,80,6,7/7/2017 4:03,721902,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,16114.37564,11.08183659,103128.8571,272386.4521,720843,3,848,424,453.9625535,745,103,721888,180472,360247.536,720843,3,0,0,0,0,72,112,4.155688722,6.92614787,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23684-80-6,172.16.0.1,23684,192.168.10.50,80,6,7/7/2017 4:03,6081842,5,0,30,0,6,6,6,0,0,0,0,0,4.932716108,0.822119351,1520460.5,3039586.37,6079840,3,6081842,1520460.5,3039586.37,6079840,3,0,0,0,0,0,0,0,0,0,100,0,0.822119351,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2002,0,2002,2002,6079840,0,6079840,6079840,DDoS
172.16.0.1-192.168.10.50-23685-80-6,172.16.0.1,23685,192.168.10.50,80,6,7/7/2017 4:03,719643,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,16164.95957,12.50620099,89955.375,254027.0122,718640,15,669,334.5,340.1183618,575,94,719627,143925.4,321275.3573,718640,15,0,0,0,0,72,132,4.168733664,8.337467328,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23685-80-6,172.16.0.1,23685,192.168.10.50,80,6,7/7/2017 4:03,6084256,5,0,30,0,6,6,6,0,0,0,0,0,4.930758995,0.821793166,1521064,3040512.76,6081833,199,6084256,1521064,3040512.76,6081833,199,0,0,0,0,0,0,0,0,0,100,0,0.821793166,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2423,0,2423,2423,6081833,0,6081833,6081833,DDoS
172.16.0.1-192.168.10.50-23686-80-6,172.16.0.1,23686,192.168.10.50,80,6,7/7/2017 4:03,50972,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2658.195854,228105.6266,156.9489131,7281.714286,12578.52231,29659,3,21027,10513.5,14864.09165,21024,3,50943,12735.75,14988.31205,29659,90,0,0,0,0,72,112,58.85584242,98.09307071,0,5840,1291.888889,2240.544155,5020038.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23686-80-6,172.16.0.1,23686,192.168.10.50,80,6,7/7/2017 4:03,6081873,4,0,24,0,6,6,6,0,0,0,0,0,3.946152772,0.657692129,2027291,3511187.418,6081661,4,6081873,2027291,3511187.418,6081661,4,0,0,0,0,0,0,0,0,0,80,0,0.657692129,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,212,0,212,212,6081661,0,6081661,6081661,DDoS
172.16.0.1-192.168.10.50-23687-80-6,172.16.0.1,23687,192.168.10.50,80,6,7/7/2017 4:03,53217,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,218482.8156,150.3279027,7602.428571,13173.04081,31721,2,21006,10503,14850.65662,21004,2,53176,13294,15756.30132,31721,156,0,0,0,0,72,112,56.37296353,93.95493921,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23687-80-6,172.16.0.1,23687,192.168.10.50,80,6,7/7/2017 4:03,6080904,4,0,24,0,6,6,6,0,0,0,0,0,3.946781597,0.657796933,2026968,3509053.53,6078874,1005,6080904,2026968,3509053.53,6078874,1005,0,0,0,0,0,0,0,0,0,80,0,0.657796933,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2030,0,2030,2030,6078874,0,6078874,6078874,DDoS
172.16.0.1-192.168.10.50-23688-80-6,172.16.0.1,23688,192.168.10.50,80,6,7/7/2017 4:03,66753,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,174179.4376,104.8642009,11125.5,23286.76545,58242,42,8217,4108.5,5361.990722,7900,317,66711,22237,31442.58401,58242,189,0,0,0,0,72,92,44.94180037,59.92240049,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23688-80-6,172.16.0.1,23688,192.168.10.50,80,6,7/7/2017 4:03,6046886,4,0,24,0,6,6,6,0,0,0,0,0,3.968985028,0.661497505,2015628.667,3490296.61,6045876,3,6046886,2015628.667,3490296.61,6045876,3,0,0,0,0,0,0,0,0,0,80,0,0.661497505,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1010,0,1010,1010,6045876,0,6045876,6045876,DDoS
172.16.0.1-192.168.10.50-23689-80-6,172.16.0.1,23689,192.168.10.50,80,6,7/7/2017 4:03,69954,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,166209.2232,100.0657575,11659,24652.78471,61608,61,8110,4055,5183.092706,7720,390,69893,23297.66667,33416.24516,61608,157,0,0,0,0,72,92,42.88532464,57.18043286,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23689-80-6,172.16.0.1,23689,192.168.10.50,80,6,7/7/2017 4:03,6044861,5,0,30,0,6,6,6,0,0,0,0,0,4.962893274,0.827148879,1511215.25,3021639.196,6043674,1,6044861,1511215.25,3021639.196,6043674,1,0,0,0,0,0,0,0,0,0,100,0,0.827148879,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1187,0,1187,1187,6043674,0,6043674,6043674,DDoS
172.16.0.1-192.168.10.50-23690-80-6,172.16.0.1,23690,192.168.10.50,80,6,7/7/2017 4:03,70295,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,165402.9447,99.58034,11715.83333,24681.39983,61720,62,8112,4056,5290.572937,7797,315,70233,23411,33407.0564,61720,339,0,0,0,0,72,92,42.67728857,56.90305143,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23690-80-6,172.16.0.1,23690,192.168.10.50,80,6,7/7/2017 4:03,6043879,5,0,30,0,6,6,6,0,0,0,0,0,4.963699637,0.827283273,1510969.75,3020344.376,6041486,1,6043879,1510969.75,3020344.376,6041486,1,0,0,0,0,0,0,0,0,0,100,0,0.827283273,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2393,0,2393,2393,6041486,0,6041486,6041486,DDoS
172.16.0.1-192.168.10.50-23691-80-6,172.16.0.1,23691,192.168.10.50,80,6,7/7/2017 4:03,70418,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,165114.0333,127.8082309,8802.25,21520.61137,61653,48,8361,4180.5,5405.831342,8003,358,70191,14038.2,26850.02469,61653,48,0,0,0,0,72,132,42.60274362,85.20548723,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23691-80-6,172.16.0.1,23691,192.168.10.50,80,6,7/7/2017 4:03,6043611,5,0,30,0,6,6,6,0,0,0,0,0,4.963919749,0.827319958,1510902.75,3020398.21,6041500,237,6043611,1510902.75,3020398.21,6041500,237,0,0,0,0,0,0,0,0,0,100,0,0.827319958,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2111,0,2111,2111,6041500,0,6041500,6041500,DDoS
172.16.0.1-192.168.10.50-23692-80-6,172.16.0.1,23692,192.168.10.50,80,6,7/7/2017 4:03,183631,3,7,26,11601,20,0,8.666666667,10.26320288,2920,0,1657.285714,1299.172136,63317.1959,54.45703612,20403.44444,57826.41269,174458,20,8479,4239.5,5391.689207,8052,427,183444,30574,70563.80588,174458,49,0,0,0,0,72,152,16.33711084,38.11992528,0,2920,1057,1306.290856,1706395.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-23692-80-6,172.16.0.1,23692,192.168.10.50,80,6,7/7/2017 4:03,5933863,5,0,30,0,6,6,6,0,0,0,0,0,5.055728452,0.842621409,1483465.75,2964315.701,5929939,152,5933863,1483465.75,2964315.701,5929939,152,0,0,0,0,0,0,0,0,0,100,0,0.842621409,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3924,0,3924,3924,5929939,0,5929939,5929939,DDoS
