Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
172.16.0.1-192.168.10.50-14263-80-6,172.16.0.1,14263,192.168.10.50,80,6,07-07-17 03:56,80672,4,0,24,0,6,6,6,0,0,0,0,0,297.5009917,49.58349861,26890.66667,45883.23098,79872,332,80672,26890.66667,45883.23098,79872,332,0,0,0,0,0,0,0,0,0,80,0,49.58349861,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14264-80-6,172.16.0.1,14264,192.168.10.50,80,6,07-07-17 03:56,994335,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,11693.24222,7.039880925,165722.5,403576.7577,989513,46,4582,2291,2927.422074,4361,221,994289,331429.6667,569921.2551,989513,156,0,0,0,0,72,92,3.017091825,4.0227891,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14264-80-6,172.16.0.1,14264,192.168.10.50,80,6,07-07-17 03:56,82779,4,0,24,0,6,6,6,0,0,0,0,0,289.9286051,48.32143418,27593,47295.40905,82205,234,82779,27593,47295.40905,82205,234,0,0,0,0,0,0,0,0,0,80,0,48.32143418,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14265-80-6,172.16.0.1,14265,192.168.10.50,80,6,07-07-17 03:56,995895,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,11674.92557,7.028853443,165982.5,404667.841,992003,48,3639,1819.5,2271.934088,3426,213,995847,331949,571626.171,992003,185,0,0,0,0,72,92,3.012365761,4.016487682,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14265-80-6,172.16.0.1,14265,192.168.10.50,80,6,07-07-17 03:56,77730,4,0,24,0,6,6,6,0,0,0,0,0,308.7610961,51.46018268,25910,44221.02853,76972,320,77730,25910,44221.02853,76972,320,0,0,0,0,0,0,0,0,0,80,0,51.46018268,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14266-80-6,172.16.0.1,14266,192.168.10.50,80,6,07-07-17 03:56,1004745,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,11578.0621,8.957496678,125593.125,354789.0385,1003651,1,756,378,533.158513,755,1,1004700,200940,448729.1916,1003651,4,0,0,0,0,72,132,2.985832226,5.971664452,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14266-80-6,172.16.0.1,14266,192.168.10.50,80,6,07-07-17 03:56,61020,4,0,24,0,6,6,6,0,0,0,0,0,393.3136676,65.55227794,20340,34388.93777,60045,4,61020,20340,34388.93777,60045,4,0,0,0,0,0,0,0,0,0,80,0,65.55227794,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14267-80-6,172.16.0.1,14267,192.168.10.50,80,6,07-07-17 03:56,1003939,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,11587.3574,8.964688094,125492.375,354577.1754,1003026,4,596,298,415.7787873,592,4,1003896,200779.2,448469.6581,1003026,15,0,0,0,0,72,132,2.988229365,5.976458729,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14267-80-6,172.16.0.1,14267,192.168.10.50,80,6,07-07-17 03:56,57989,5,0,30,0,6,6,6,0,0,0,0,0,517.3394954,86.22324924,14497.25,28365.97608,57041,1,57989,14497.25,28365.97608,57041,1,0,0,0,0,0,0,0,0,0,100,0,86.22324924,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14268-80-6,172.16.0.1,14268,192.168.10.50,80,6,07-07-17 03:56,1001061,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,11620.67047,7.991520996,143008.7143,377923.7193,1000059,4,777,388.5,480.1255044,728,49,1000986,250246.5,499875.099,1000059,4,0,0,0,0,72,112,2.996820374,4.994700623,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14268-80-6,172.16.0.1,14268,192.168.10.50,80,6,07-07-17 03:56,61013,5,0,30,0,6,6,6,0,0,0,0,0,491.6984905,81.94974841,15253.25,29840.84211,60009,3,61013,15253.25,29840.84211,60009,3,0,0,0,0,0,0,0,0,0,100,0,81.94974841,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14269-80-6,172.16.0.1,14269,192.168.10.50,80,6,07-07-17 03:56,953066,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,12205.87032,8.393962223,136152.2857,359152.4108,950632,46,1996,998,1346.331311,1950,46,953003,238250.75,474921.6333,950632,129,0,0,0,0,72,112,3.147735834,5.246226389,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14269-80-6,172.16.0.1,14269,192.168.10.50,80,6,07-07-17 03:56,49296,5,0,30,0,6,6,6,0,0,0,0,0,608.5686465,101.4281078,12324,22783.69568,46476,173,49296,12324,22783.69568,46476,173,0,0,0,0,0,0,0,0,0,100,0,101.4281078,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14270-80-6,172.16.0.1,14270,192.168.10.50,80,6,07-07-17 03:56,966267,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,12039.11548,9.314195766,120783.375,341181.4178,965164,3,961,480.5,654.0737726,943,18,966188,193237.6,431520.1667,965164,3,0,0,0,0,72,132,3.104731922,6.209463844,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14270-80-6,172.16.0.1,14270,192.168.10.50,80,6,07-07-17 03:56,28058,4,0,24,0,6,6,6,0,0,0,0,0,855.3710172,142.5618362,9352.666667,15543.69082,27300,217,28058,9352.666667,15543.69082,27300,217,0,0,0,0,0,0,0,0,0,80,0,142.5618362,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14271-80-6,172.16.0.1,14271,192.168.10.50,80,6,07-07-17 03:56,965499,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12048.69192,9.321604683,120687.375,340960.7466,964522,2,821,410.5,511.2382028,772,49,965392,193078.4,431250.215,964522,2,0,0,0,0,72,132,3.107201561,6.214403122,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14271-80-6,172.16.0.1,14271,192.168.10.50,80,6,07-07-17 03:56,30713,4,0,24,0,6,6,6,0,0,0,0,0,781.4280598,130.23801,10237.66667,17138.34558,30027,245,30713,10237.66667,17138.34558,30027,245,0,0,0,0,0,0,0,0,0,80,0,130.23801,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14272-80-6,172.16.0.1,14272,192.168.10.50,80,6,07-07-17 03:56,972119,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,11966.64194,8.229445161,138874.1429,366897.3968,970919,5,955,477.5,605.9905115,906,49,972009,243002.25,485277.9843,970919,5,0,0,0,0,72,112,3.086041935,5.143403225,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14272-80-6,172.16.0.1,14272,192.168.10.50,80,6,07-07-17 03:56,17958,4,0,24,0,6,6,6,0,0,0,0,0,1336.451721,222.7419534,5986,9613.206593,17086,357,17958,5986,9613.206593,17086,357,0,0,0,0,0,0,0,0,0,80,0,222.7419534,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14273-80-6,172.16.0.1,14273,192.168.10.50,80,6,07-07-17 03:56,533069,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,21822.69087,15.00743806,76152.71429,201034.1107,532055,4,764,382,513.3595231,745,19,532910,133227.5,265885.1397,532055,4,0,0,0,0,72,112,5.627789273,9.379648788,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14273-80-6,172.16.0.1,14273,192.168.10.50,80,6,07-07-17 03:56,12911643,4,0,24,0,6,6,6,0,0,0,0,0,1.858787453,0.309797909,4303881,7453688.409,12900000,3,12900000,4303881,7453688.409,12900000,3,0,0,0,0,0,0,0,0,0,80,0,0.309797909,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,984,0,984,984,12900000,0,12900000,12900000
172.16.0.1-192.168.10.50-14274-80-6,172.16.0.1,14274,192.168.10.50,80,6,07-07-17 03:56,144199,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,80673.23629,48.54402596,24033.16667,58336.59581,143110,3,1023,511.5,719.1275965,1020,3,144110,48036.66667,82337.41585,143110,4,0,0,0,0,72,92,20.80458256,27.73944341,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14274-80-6,172.16.0.1,14274,192.168.10.50,80,6,07-07-17 03:56,4,1,1,6,6,6,6,6,0,6,6,6,0,3000000,500000,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,250000,250000,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,229,0,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14274-80-6,172.16.0.1,14274,192.168.10.50,80,6,07-07-17 03:56,12905665,4,0,24,0,6,6,6,0,0,0,0,0,1.859648457,0.309941409,4301888.333,7425095.862,12900000,4,12900000,4301888.333,7425095.862,12900000,4,0,0,0,0,0,0,0,0,0,80,0,0.309941409,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,30032,0,30032,30032,12900000,0,12900000,12900000
172.16.0.1-192.168.10.50-14275-80-6,172.16.0.1,14275,192.168.10.50,80,6,07-07-17 03:56,75637,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,153800.3887,105.7683409,10805.28571,28015.63202,74335,3,1054,527,636.3961031,977,77,75548,18887,36967.9906,74335,3,0,0,0,0,72,112,39.66312783,66.10521306,0,10220,1292.555556,3378.299021,11400000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14276-80-6,172.16.0.1,14276,192.168.10.50,80,6,07-07-17 03:56,74815,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,155490.2092,106.9304284,10687.85714,27692.02238,73486,58,900,450,332.3401872,685,215,74757,18689.25,36532.92813,73486,167,0,0,0,0,72,112,40.09891065,66.83151774,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14277-80-6,172.16.0.1,14277,192.168.10.50,80,6,07-07-17 03:56,72011,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,161544.764,111.0941384,10287.28571,26566.95686,70527,2,1275,637.5,895.9042918,1271,4,71974,17993.5,35026.71952,70527,2,0,0,0,0,72,112,41.6603019,69.4338365,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14278-80-6,172.16.0.1,14278,192.168.10.50,80,6,07-07-17 03:56,70419,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,165196.8929,113.605703,10059.85714,26132.56561,69318,3,966,483,677.4082964,962,4,70392,17598,34482.7556,69318,3,0,0,0,0,72,112,42.60213863,71.00356438,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14279-80-6,172.16.0.1,14279,192.168.10.50,80,6,07-07-17 03:56,70206,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,165698.0885,128.1941714,8775.75,23947.78635,68037,46,1251,625.5,549.421969,1014,237,70159,14031.8,30194.26654,68037,46,0,0,0,0,72,132,42.73139048,85.46278096,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14280-80-6,172.16.0.1,14280,192.168.10.50,80,6,07-07-17 03:56,66650,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,174538.6347,120.0300075,9521.428571,24706.30164,65546,3,862,431,605.2834047,859,3,66625,16656.25,32595.39861,65546,5,0,0,0,0,72,112,45.01125281,75.01875469,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14281-80-6,172.16.0.1,14281,192.168.10.50,80,6,07-07-17 03:56,51591,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,225485.0652,174.4490318,6448.875,17789.02875,50471,3,782,391,461.0336213,717,65,51564,10312.8,22451.70895,50471,3,0,0,0,0,72,132,58.14967727,116.2993545,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14283-80-6,172.16.0.1,14283,192.168.10.50,80,6,07-07-17 03:56,49520,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,234915.1858,181.7447496,6190,17088.50308,48479,2,866,433,288.4995667,637,229,49491,9898.2,21570.7679,48479,2,0,0,0,0,72,132,60.5815832,121.1631664,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14284-80-6,172.16.0.1,14284,192.168.10.50,80,6,07-07-17 03:56,44077,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,263924.4958,181.5005558,6296.714286,16206.5489,43043,3,906,453,636.3961031,903,3,44036,11009,21359.83057,43043,4,0,0,0,0,72,112,68.06270844,113.4378474,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14285-80-6,172.16.0.1,14285,192.168.10.50,80,6,07-07-17 03:56,25600,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,454414.0625,312.5,3657.142857,8636.833186,23187,53,1982,991,1310.975972,1918,64,25547,6386.75,11232.98281,23187,169,0,0,0,0,72,112,117.1875,195.3125,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14286-80-6,172.16.0.1,14286,192.168.10.50,80,6,07-07-17 03:56,24414,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,476488.8998,286.720734,4069,9448.24534,23344,4,977,488.5,593.2625894,908,69,24360,8120,13194.00045,23344,4,0,0,0,0,72,92,122.8803146,163.8404194,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14287-80-6,172.16.0.1,14287,192.168.10.50,80,6,07-07-17 03:56,37892,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,306845.7722,237.517154,4736.5,12972.18139,36839,4,36983,18491.5,26145.27323,36979,4,37752,7550.4,16458.14495,36990,47,0,0,0,0,72,132,79.17238467,158.3447693,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14287-80-6,172.16.0.1,14287,192.168.10.50,80,6,07-07-17 03:56,12876618,4,0,24,0,6,6,6,0,0,0,0,0,1.863843441,0.310640573,4292206,7434317.137,12900000,1,12900000,4292206,7434317.137,12900000,1,0,0,0,0,0,0,0,0,0,80,0,0.310640573,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2,0,2,2,12900000,0,12900000,12900000
172.16.0.1-192.168.10.50-14288-80-6,172.16.0.1,14288,192.168.10.50,80,6,07-07-17 03:56,756231,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,15374.93173,11.90112545,94528.875,256084.8403,727846,4,28022,14011,19808.88937,28018,4,756176,151235.2,322563.067,727846,13,0,0,0,0,72,132,3.967041817,7.934083633,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14288-80-6,172.16.0.1,14288,192.168.10.50,80,6,07-07-17 03:56,12148922,4,0,24,0,6,6,6,0,0,0,0,0,1.975483915,0.329247319,4049640.667,7013564.179,12100000,313,12100000,4049640.667,7013564.179,12100000,313,0,0,0,0,0,0,0,0,0,80,0,0.329247319,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,715,0,715,715,12100000,0,12100000,12100000
172.16.0.1-192.168.10.50-14289-80-6,172.16.0.1,14289,192.168.10.50,80,6,07-07-17 03:56,836786,3,6,26,11601,20,0,8.666666667,10.26320288,7300,0,1933.5,2720.783986,13894.83094,10.75543807,104598.25,285197.8224,810074,3,26001,13000.5,18381.24078,25998,3,836690,167338,359474.7407,810074,184,0,0,0,0,72,132,3.585146023,7.170292046,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14289-80-6,172.16.0.1,14289,192.168.10.50,80,6,07-07-17 03:56,12060623,5,0,30,0,6,6,6,0,0,0,0,0,2.487433692,0.414572282,3015155.75,6028317.557,12100000,1,12100000,3015155.75,6028317.557,12100000,1,0,0,0,0,0,0,0,0,0,100,0,0.414572282,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2991,0,2991,2991,12100000,0,12100000,12100000
172.16.0.1-192.168.10.50-14290-80-6,172.16.0.1,14290,192.168.10.50,80,6,07-07-17 03:56,837427,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,13884.19528,8.358937555,139571.1667,329112.257,811067,44,26039,13019.5,16985.41199,25030,1009,837383,279127.6667,460855.4933,811067,189,0,0,0,0,72,92,3.582401809,4.776535746,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14290-80-6,172.16.0.1,14290,192.168.10.50,80,6,07-07-17 03:56,12046635,5,0,30,0,6,6,6,0,0,0,0,0,2.490321986,0.415053664,3011658.75,6021996.185,12000000,3,12000000,3011658.75,6021996.185,12000000,3,0,0,0,0,0,0,0,0,0,100,0,0.415053664,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1982,0,1982,1982,12000000,0,12000000,12000000
172.16.0.1-192.168.10.50-14291-80-6,172.16.0.1,14291,192.168.10.50,80,6,07-07-17 03:56,835584,3,4,26,11601,20,0,8.666666667,10.26320288,8675,0,2900.25,4088.041942,13914.81886,8.377374387,139264,329314.7697,811192,6,24024,12012,16979.04803,24018,6,835552,278517.3333,461465.5583,811192,191,0,0,0,0,72,92,3.590303309,4.787071078,0,8675,1453.375,3091.095642,9554872.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14291-80-6,172.16.0.1,14291,192.168.10.50,80,6,07-07-17 03:56,12045708,4,0,24,0,6,6,6,0,0,0,0,0,1.992410907,0.332068484,4015236,6953738.873,12000000,3,12000000,4015236,6953738.873,12000000,3,0,0,0,0,0,0,0,0,0,80,0,0.332068484,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,986,0,986,986,12000000,0,12000000,12000000
172.16.0.1-192.168.10.50-14292-80-6,172.16.0.1,14292,192.168.10.50,80,6,07-07-17 03:56,835038,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,13923.91723,9.580402329,119291.1429,304962.7848,810615,24,24024,12012,15566.24868,23019,1005,835012,208753,401398.6153,810615,179,0,0,0,0,72,112,3.592650873,5.987751456,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-14292-80-6,172.16.0.1,14292,192.168.10.50,80,6,07-07-17 03:56,12048701,5,0,30,0,6,6,6,0,0,0,0,0,2.489894969,0.414982495,3012175.25,6023012.518,12000000,3,12000000,3012175.25,6023012.518,12000000,3,0,0,0,0,0,0,0,0,0,100,0,0.414982495,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2007,0,2007,2007,12000000,0,12000000,12000000
172.16.0.1-192.168.10.50-14293-80-6,172.16.0.1,14293,192.168.10.50,80,6,07-07-17 03:56,834376,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,13934.96457,9.58800349,119196.5714,305106.7632,810870,6,23008,11504,14863.38454,22014,994,834370,208592.5,401664.5111,810870,158,0,0,0,0,72,112,3.595501309,5.992502181,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0
